labels,geodesic,functional,structural
0,0.0,,
0,0.0,,
0,0.0,,
14,0.6036622,0.7290772849461491,0.5481429522707421
0,0.60228175,,
0,0.6678321,,
0,0.66325057,,
14,0.69336456,0.7290772849461491,0.5481429522707421
92,0.15210907,0.7726219441182427,0.46070194029461337
94,0.082824714,0.6317372138488606,0.583129180760326
166,0.07447401,0.9895372609327491,0.3911579205382097
0,0.0,,
0,0.0,,
0,0.0,,
